id,TCGA-DD-AACL_StageI,TCGA-WJ-A86L_StageI,TCGA-EP-A2KC_StageI,TCGA-K7-A5RF_StageI,TCGA-G3-AAUZ_StageI,TCGA-DD-AAD1_StageI,TCGA-BD-A3EP_StageI,TCGA-DD-AAE6_StageI,TCGA-DD-AADJ_StageI,TCGA-DD-AAVZ_StageI,TCGA-2Y-A9GX_StageI,TCGA-DD-A1EG_StageI,TCGA-DD-AAE2_StageI,TCGA-XR-A8TC_StageI,TCGA-FV-A2QR_StageI,TCGA-DD-AAD2_StageI,TCGA-FV-A2QQ_StageI,TCGA-K7-A6G5_StageI,TCGA-DD-A4NN_StageI,TCGA-2Y-A9HB_StageI,TCGA-ED-A7PX_StageII,TCGA-DD-AACH_StageII,TCGA-ZS-A9CD_StageII,TCGA-5R-AA1C_StageII,TCGA-FV-A3I0_StageII,TCGA-ED-A5KG_StageII,TCGA-CC-5258_StageII,TCGA-DD-AAVU_StageII,TCGA-4R-AA8I_StageII,TCGA-KR-A7K7_StageII,TCGA-K7-AAU7_StageII,TCGA-5C-A9VG_StageII,TCGA-UB-A7MA_StageII,TCGA-CC-A9FS_StageII,TCGA-DD-A1EH_StageIII,TCGA-DD-A39W_StageIII,TCGA-CC-A7IE_StageIII,TCGA-BC-4073_StageIII,TCGA-CC-A7IH_StageIII,TCGA-CC-A3MA_StageIII,TCGA-BC-A216_StageIII,TCGA-CC-A7II_StageIII,TCGA-ED-A82E_StageIII,TCGA-LG-A9QD_StageIII,TCGA-DD-A4NE_StageIII,TCGA-G3-A25T_StageIII,TCGA-ED-A7XO_StageIII,TCGA-BW-A5NP_StageIV,TCGA-DD-A119_StageIV,TCGA-DD-A1EK_StageIV
DUX4L27,0.40952,1.04737,0.470334,0.549614,0.537511,0.67318,0.843392,0.337279,0.14017,0.716821,0.891176,0.368568,0.620653,0.590203,0.18062,0.576442,0.481051,0.207336,0.654249,0.399621,0.275975,0.358322,0.450064,0.440182,0.245435,0.460328,0.347782,0.419501,0.954474,0.315289,0.562733,0.326433,0.605151,0.491665,0.430005,0.228013,0.503,0.261445,0.742137,0.302854,0.770886,1.24156,0.389312,0.379001,0.525674,0.693958,0.636973,0.290055,0.514144,0.803987
H2AC2P,0.440182,0.590203,0.636973,0.491665,0.14017,0.18062,0.207336,0.228013,0.67318,0.245435,0.503,0.803987,0.562733,1.04737,0.693958,0.261445,0.770886,0.275975,0.716821,0.654249,0.290055,0.549614,0.302854,0.891176,0.954474,0.315289,0.537511,0.514144,0.525674,0.576442,0.326433,0.337279,0.605151,0.347782,1.24156,0.481051,0.358322,0.379001,0.460328,0.389312,0.430005,0.419501,0.450064,0.620653,0.843392,0.399621,0.40952,0.470334,0.742137,0.368568
RCC2,5.18757,0.590203,0.368568,0.302854,0.315289,0.770886,0.549614,0.742137,0.290055,0.389312,0.537511,0.562733,0.440182,0.358322,0.40952,0.491665,0.399621,0.430005,0.67318,0.337279,1.24156,0.891176,0.525674,0.326433,5.55553,0.954474,0.693958,0.460328,0.347782,0.514144,5.10339,0.843392,0.576442,0.450064,0.654249,0.275975,0.636973,0.620653,0.481051,5.39131,0.803987,5.67581,0.716821,0.261445,0.470334,1.04737,0.503,0.605151,0.379001,0.419501
MTND4P26,0.514144,0.419501,0.40952,0.399621,0.389312,0.770886,0.742137,0.379001,0.368568,0.358322,0.347782,0.337279,0.654249,1.04737,0.326433,0.430005,0.302854,0.290055,0.803987,0.67318,0.693958,0.275975,0.261445,0.245435,0.228013,0.716821,0.207336,0.18062,0.14017,0.315289,0.891176,0.605151,0.590203,0.843392,0.576442,0.562733,0.549614,0.537511,0.525674,1.24156,0.954474,0.481051,0.470334,0.460328,0.450064,0.440182,0.620653,0.491665,0.503,0.636973
OR1H1P,0.450064,0.430005,0.419501,0.40952,0.399621,0.843392,0.742137,0.389312,0.379001,0.368568,0.716821,0.358322,0.347782,0.337279,0.440182,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.636973,0.228013,0.207336,0.18062,0.803987,0.14017,0.326433,1.24156,0.67318,0.620653,0.954474,1.04737,0.693958,0.590203,0.891176,0.576442,0.770886,0.562733,0.605151,0.654249,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334,0.460328,0.549614
TRAPPC6B,0.803987,0.843392,0.389312,0.358322,0.245435,0.470334,1.24156,0.954474,0.450064,0.693958,0.605151,0.14017,0.576442,0.67318,0.654249,0.228013,0.326433,0.290055,0.430005,0.399621,0.347782,0.337279,0.315289,0.742137,0.503,1.04737,0.491665,0.275975,0.770886,0.18062,0.440182,0.590203,0.525674,0.481051,0.716821,0.549614,0.207336,0.562733,0.620653,0.460328,0.891176,0.261445,0.40952,0.302854,0.636973,0.419501,0.514144,0.368568,0.537511,0.379001
GAR1,0.742137,0.419501,0.358322,0.18062,0.576442,0.440182,0.347782,0.275975,0.460328,0.245435,0.379001,0.503,0.514144,0.14017,0.337279,0.389312,0.537511,0.207336,0.368568,0.302854,0.636973,0.693958,0.525674,0.491665,0.605151,0.770886,0.290055,0.470334,0.716821,0.620653,0.843392,0.67318,0.954474,0.326433,0.450064,0.228013,0.399621,0.481051,0.654249,1.04737,0.562733,1.24156,0.891176,0.430005,0.40952,0.803987,0.315289,0.549614,0.590203,0.261445
LAMA4,0.549614,0.14017,0.389312,0.290055,0.302854,0.620653,0.67318,0.326433,0.368568,0.347782,0.742137,0.491665,0.716821,0.379001,0.605151,0.654249,0.358322,0.245435,0.562733,0.40952,0.843392,0.537511,0.450064,0.228013,0.525674,0.954474,1.24156,0.18062,0.460328,0.207336,0.891176,0.576442,0.481051,0.275975,0.636973,0.315289,0.693958,0.590203,0.399621,1.04737,0.470334,0.803987,0.770886,0.261445,0.503,0.514144,0.419501,0.430005,0.337279,0.440182
LINC02515,0.18062,0.430005,0.419501,0.891176,0.954474,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,1.04737,0.347782,0.337279,0.440182,0.315289,0.302854,1.24156,0.290055,0.275975,0.261445,0.803987,0.245435,0.228013,0.207336,0.549614,0.14017,0.326433,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,0.620653,0.605151,0.590203,0.576442,0.562733,0.770886,0.537511,0.525674,0.514144,0.843392,0.503,0.491665,0.481051,0.470334,0.460328,0.450064
RPL7P28,0.207336,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.716821,0.358322,0.347782,0.337279,0.326433,0.590203,0.891176,0.430005,0.654249,0.302854,0.290055,0.275975,0.261445,0.245435,0.693958,0.228013,0.742137,0.620653,0.514144,0.67318,0.18062,0.14017,0.315289,1.24156,0.636973,0.803987,0.562733,0.954474,0.537511,0.843392,0.576442,0.525674,0.549614,1.04737,0.770886,0.503,0.491665,0.481051,0.470334,0.460328,0.605151,0.450064,0.440182
DHTKD1,0.40952,1.04737,0.620653,0.803987,0.430005,0.562733,0.503,5.35612,0.525674,1.24156,5.03138,0.605151,5.30815,5.87968,0.693958,5.2651,0.891176,0.716821,0.440182,6.18948,0.358322,0.67318,0.654249,5.29236,0.399621,0.481051,0.576442,0.450064,0.549614,0.347782,0.389312,0.636973,0.419501,0.770886,0.590203,0.491665,0.368568,0.537511,5.37453,0.514144,0.843392,0.326433,0.379001,5.13577,0.742137,0.337279,0.954474,0.460328,0.470334,5.10978
CD3D,1.04737,0.491665,0.368568,0.562733,0.654249,0.770886,0.803987,0.18062,0.481051,0.450064,0.742137,0.693958,0.620653,0.290055,0.337279,0.576442,0.605151,0.549614,0.207336,0.716821,0.590203,0.302854,0.419501,0.379001,0.347782,6.60449,0.636973,0.261445,0.389312,0.891176,0.67318,0.358322,0.460328,0.40952,0.399621,0.326433,0.954474,1.24156,0.245435,0.440182,0.843392,0.275975,0.430005,0.470334,0.228013,0.514144,0.537511,0.315289,0.503,0.525674
RN7SL32P,0.347782,0.590203,0.399621,0.440182,0.326433,1.24156,0.620653,0.450064,0.742137,0.576442,0.549614,0.481051,0.245435,0.803987,0.207336,0.716821,0.419501,0.14017,0.18062,0.654249,0.228013,0.470334,0.891176,0.843392,0.954474,1.04737,0.389312,0.562733,0.460328,0.261445,0.275975,0.67318,0.290055,0.430005,0.302854,0.525674,0.315289,0.605151,0.636973,0.693958,0.770886,0.40952,0.514144,0.491665,0.379001,0.503,0.368568,0.358322,0.537511,0.337279
ZNF443,0.302854,0.40952,0.430005,0.290055,0.207336,0.562733,0.537511,0.337279,0.347782,0.716821,0.450064,0.275975,0.460328,0.440182,0.693958,0.14017,0.389312,0.228013,0.891176,0.481051,0.590203,0.470334,0.261445,0.636973,1.04737,0.843392,0.491665,0.315289,0.67318,0.245435,0.605151,0.419501,0.620653,0.770886,0.803987,0.399621,0.358322,0.514144,0.549614,0.954474,0.654249,0.576442,0.742137,0.326433,0.503,0.525674,0.379001,1.24156,0.18062,0.368568
TMEM252-DT,0.207336,0.430005,0.419501,0.40952,0.399621,0.742137,0.389312,0.379001,0.368568,0.693958,0.358322,0.347782,0.337279,0.440182,0.67318,0.315289,0.302854,0.891176,0.290055,0.636973,0.275975,0.261445,0.716821,0.245435,0.228013,0.470334,0.18062,0.14017,0.326433,0.620653,0.590203,0.576442,0.562733,0.549614,0.537511,1.24156,0.514144,0.491665,1.04737,0.460328,0.803987,0.954474,0.605151,0.450064,0.481051,0.503,0.770886,0.525674,0.654249,0.843392
PSMG2,0.716821,0.14017,0.470334,0.261445,0.290055,0.358322,0.514144,0.368568,0.693958,0.590203,0.430005,0.636973,0.228013,0.549614,0.347782,0.302854,0.562733,0.245435,1.24156,0.491665,0.315289,0.481051,0.326433,0.605151,0.742137,0.770886,0.337279,0.803987,0.620653,0.419501,0.537511,0.440182,0.18062,0.954474,0.67318,0.275975,0.503,0.399621,0.450064,1.04737,0.525674,0.843392,0.576442,0.40952,0.379001,0.891176,0.389312,0.460328,0.654249,0.207336
CYP27C1,0.290055,1.04737,0.590203,0.430005,0.389312,0.716821,0.440182,0.228013,0.379001,0.368568,0.302854,0.636973,0.654249,0.491665,1.24156,0.347782,0.803987,0.525674,0.481051,0.18062,0.470334,0.419501,0.503,0.207336,0.358322,0.770886,0.537511,0.67318,0.954474,0.450064,0.562733,0.261445,0.742137,0.514144,0.843392,0.245435,0.399621,0.40952,0.275975,0.337279,0.460328,0.549614,0.605151,0.315289,0.891176,0.326433,0.620653,0.576442,0.14017,0.693958
PKD1-AS1,0.315289,1.04737,0.843392,0.326433,0.419501,0.770886,0.460328,0.302854,0.290055,0.525674,0.693958,0.207336,0.18062,0.481051,0.337279,0.576442,0.399621,0.261445,0.228013,0.491665,0.590203,0.636973,0.368568,0.450064,0.954474,0.562733,0.275975,0.14017,0.549614,0.40952,0.716821,0.742137,0.620653,0.440182,0.514144,0.245435,0.803987,0.470334,0.67318,0.891176,1.24156,0.430005,0.605151,0.379001,0.654249,0.503,0.347782,0.389312,0.358322,0.537511
LNCBRM,0.18062,0.954474,0.654249,0.716821,0.326433,0.891176,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.337279,0.440182,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.843392,0.14017,0.562733,1.24156,0.693958,0.67318,0.803987,1.04737,0.636973,0.620653,0.605151,0.590203,0.576442,0.770886,0.742137,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334,0.460328,0.450064
ZNF784,0.716821,0.693958,0.481051,0.430005,1.04737,0.537511,0.368568,0.803987,0.290055,0.67318,0.14017,0.40952,0.419501,0.389312,0.399621,0.315289,0.491665,0.302854,0.843392,0.562733,0.605151,0.337279,0.470334,0.326433,0.450064,0.358322,0.207336,0.954474,0.549614,0.654249,0.590203,0.576442,0.18062,0.770886,0.275975,0.379001,0.245435,0.261445,0.460328,0.228013,0.636973,0.742137,0.503,0.440182,0.347782,1.24156,0.620653,0.525674,0.891176,0.514144
SNX30-DT,0.742137,0.770886,0.537511,0.315289,0.636973,0.358322,0.67318,0.605151,0.368568,0.347782,0.337279,0.245435,0.379001,0.503,0.440182,0.590203,0.228013,0.419501,0.399621,0.562733,0.14017,0.460328,0.470334,1.04737,0.207336,0.954474,0.450064,0.716821,0.891176,0.693958,0.491665,0.326433,1.24156,0.430005,0.514144,0.40952,0.654249,0.261445,0.275975,0.576442,0.290055,0.843392,0.803987,0.389312,0.302854,0.525674,0.481051,0.620653,0.18062,0.549614
SPATS2,0.742137,0.537511,0.290055,0.228013,0.207336,0.525674,0.430005,0.620653,0.389312,0.368568,0.40952,0.419501,0.302854,0.470334,0.450064,0.326433,0.337279,0.245435,0.654249,0.379001,1.24156,0.954474,0.347782,0.481051,0.891176,0.605151,0.67318,0.261445,0.562733,0.399621,1.04737,0.315289,0.770886,0.440182,0.576442,0.514144,0.491665,0.803987,0.275975,0.636973,0.503,0.716821,0.693958,0.18062,0.549614,0.843392,0.358322,0.590203,0.14017,0.460328
TDRP,0.67318,0.14017,0.379001,0.399621,0.228013,0.503,0.347782,0.302854,0.716821,0.549614,0.440182,0.207336,0.245435,0.514144,0.430005,0.368568,0.470334,0.358322,0.654249,0.337279,0.770886,0.419501,0.40952,0.315289,0.590203,0.693958,0.620653,0.261445,0.605151,0.460328,0.389312,0.891176,0.843392,0.537511,0.954474,0.576442,0.562733,0.742137,0.491665,1.04737,0.450064,0.525674,1.24156,0.326433,0.481051,0.803987,0.290055,0.636973,0.275975,0.18062
OR2N1P,0.18062,0.430005,0.419501,0.40952,0.843392,0.399621,0.389312,0.379001,0.368568,0.358322,0.770886,0.347782,0.337279,0.440182,0.315289,0.302854,0.290055,0.275975,0.261445,0.954474,0.245435,0.228013,0.803987,0.207336,1.04737,0.716821,0.14017,0.326433,0.742137,1.24156,0.693958,0.67318,0.654249,0.636973,0.620653,0.605151,0.590203,0.576442,0.891176,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334,0.460328,0.450064
LINC01563,0.562733,0.67318,0.399621,0.954474,0.389312,1.24156,0.770886,0.379001,0.368568,1.04737,0.358322,0.347782,0.590203,0.337279,0.326433,0.315289,0.891176,0.636973,0.843392,0.40952,0.716821,0.290055,0.742137,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.803987,0.302854,0.693958,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.460328,0.430005,0.419501,0.605151,0.654249,0.440182,0.450064,0.470334,0.620653,0.576442
TRIM9,0.693958,1.24156,0.470334,0.843392,0.337279,0.440182,0.636973,0.379001,0.18062,0.275975,0.590203,0.525674,0.620653,0.290055,0.891176,0.358322,0.261445,0.450064,0.503,0.770886,0.537511,0.460328,0.562733,0.14017,0.954474,0.605151,0.576442,0.207336,0.803987,0.228013,0.491665,0.419501,0.654249,0.245435,0.481051,0.302854,0.40952,0.399621,0.389312,0.549614,0.315289,0.67318,0.514144,0.716821,0.742137,0.347782,0.326433,0.430005,0.368568,1.04737
BCL9P1,0.514144,0.770886,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.337279,0.654249,0.326433,0.693958,0.954474,0.419501,0.302854,0.742137,0.290055,0.716821,0.620653,0.275975,0.891176,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.67318,0.315289,1.04737,0.636973,0.549614,0.537511,0.590203,0.525674,0.843392,0.605151,0.491665,0.481051,1.24156,0.803987,0.440182,0.430005,0.562733,0.450064,0.460328,0.470334,0.503,0.576442
BCAS2P2,1.04737,0.389312,0.379001,0.843392,0.368568,0.67318,0.358322,0.347782,0.716821,0.337279,0.891176,0.954474,0.326433,0.315289,0.590203,0.399621,0.290055,0.770886,0.275975,0.261445,0.620653,0.549614,0.654249,0.245435,0.228013,1.24156,0.525674,0.207336,0.18062,0.14017,0.693958,0.605151,0.302854,0.576442,0.514144,0.481051,0.636973,0.537511,0.440182,0.430005,0.40952,0.742137,0.419501,0.450064,0.803987,0.460328,0.470334,0.562733,0.491665,0.503
RFTN1,0.742137,0.843392,0.419501,0.620653,0.537511,0.514144,0.590203,0.14017,0.347782,0.430005,1.24156,0.605151,0.770886,0.261445,0.693958,0.481051,0.549614,0.40952,0.389312,0.368568,1.04737,0.525674,0.576442,0.503,0.302854,0.954474,0.290055,0.716821,0.460328,0.207336,0.470334,0.337279,0.891176,0.440182,0.358322,0.18062,0.315289,0.450064,0.245435,0.491665,0.636973,0.326433,0.562733,0.379001,0.654249,0.399621,0.67318,0.228013,0.275975,0.803987
BNIP3P27,1.04737,0.891176,0.525674,0.379001,0.337279,0.716821,0.693958,0.843392,0.14017,0.18062,0.576442,0.803987,0.207336,0.636973,0.228013,0.245435,0.261445,0.275975,0.290055,0.537511,0.654249,0.503,0.302854,0.315289,0.326433,0.770886,0.347782,0.358322,0.590203,0.549614,0.742137,0.368568,1.24156,0.562733,0.605151,0.40952,0.67318,0.450064,0.460328,0.470334,0.481051,0.954474,0.514144,0.440182,0.430005,0.620653,0.399621,0.389312,0.419501,0.491665
LINC00623,0.770886,0.803987,0.40952,0.290055,0.605151,0.636973,0.716821,0.261445,0.590203,0.891176,0.358322,0.537511,0.514144,0.430005,0.399621,0.481051,0.460328,0.302854,0.337279,0.549614,0.954474,0.503,0.620653,0.315289,0.18062,1.24156,0.389312,0.450064,0.470334,0.67318,0.843392,0.228013,0.576442,0.347782,0.245435,0.14017,0.379001,0.326433,0.275975,0.562733,0.654249,0.525674,0.742137,0.419501,0.207336,0.693958,0.368568,1.04737,0.440182,0.491665
MAP3K8,0.67318,0.245435,0.803987,0.514144,0.14017,0.620653,0.562733,0.605151,0.302854,0.549614,0.716821,0.491665,0.207336,0.742137,0.18062,0.368568,0.470334,0.261445,0.290055,0.315289,0.590203,0.358322,0.636973,0.576442,0.693958,0.770886,0.481051,0.337279,0.503,0.525674,0.537511,0.450064,0.654249,0.419501,0.430005,0.843392,0.440182,0.460328,0.891176,1.04737,0.379001,0.228013,0.954474,0.40952,0.326433,0.389312,0.347782,1.24156,0.275975,0.399621
SLC47A1P2,0.470334,0.605151,0.562733,0.40952,0.450064,0.399621,0.590203,0.891176,0.326433,0.379001,0.525674,0.358322,0.368568,0.514144,0.337279,0.503,0.491665,0.315289,0.537511,0.576442,0.261445,1.04737,0.18062,0.302854,0.347782,0.693958,0.419501,0.245435,0.803987,0.636973,0.430005,0.67318,0.742137,0.770886,1.24156,0.389312,0.716821,0.440182,0.620653,0.954474,0.290055,0.228013,0.207336,0.460328,0.843392,0.14017,0.549614,0.654249,0.481051,0.275975
SNORD115-20,0.337279,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,1.04737,0.358322,0.347782,0.460328,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.590203,0.843392,0.803987,0.770886,0.742137,1.24156,0.716821,0.693958,0.67318,0.654249,0.636973,0.620653,0.605151,0.891176,0.576442,0.562733,0.549614,0.537511,0.525674,0.954474,0.514144,0.503,0.491665,0.481051,0.470334
PTP4A1,5.24642,6.35683,6.65785,6.78737,6.4979,6.58234,6.54938,1.24156,6.96059,6.48863,6.77112,6.11263,6.6255,7.7953,1.04737,5.962,6.63153,5.10009,6.42686,6.03056,5.5729,5.41886,6.39778,6.10992,6.83495,6.48901,6.1543,6.47454,5.71326,5.6308,6.76547,7.1448,8.96627,5.87248,7.4847,0.954474,6.28535,7.00481,5.31172,5.5685,6.30758,5.11687,5.65585,6.40782,7.10557,5.52639,6.19074,6.48217,6.96016,5.75869
TMEM237,0.636973,0.460328,0.379001,0.275975,0.245435,0.514144,0.347782,0.605151,0.389312,0.419501,0.368568,0.430005,0.14017,0.503,0.337279,0.450064,0.40952,0.228013,0.481051,0.18062,0.843392,0.67318,0.261445,0.525674,0.770886,0.742137,0.716821,0.576442,0.491665,0.470334,0.620653,0.399621,0.891176,0.440182,0.693958,0.290055,0.537511,0.549614,0.358322,1.04737,0.590203,0.954474,1.24156,0.207336,0.562733,0.654249,0.315289,0.803987,0.302854,0.326433
CIMIP2A,0.207336,0.770886,1.04737,0.290055,0.549614,0.399621,0.525674,0.954474,0.491665,0.470334,0.368568,0.261445,0.275975,0.891176,0.605151,0.503,0.481051,0.803987,0.843392,0.460328,0.18062,0.562733,0.440182,0.379001,0.419501,0.315289,0.337279,0.228013,0.576442,0.537511,0.654249,0.693958,0.389312,0.67318,0.326433,0.347782,0.716821,0.245435,1.24156,0.636973,0.590203,0.40952,0.514144,0.620653,0.358322,0.430005,0.742137,0.450064,0.14017,0.302854
LINC02344,0.18062,0.440182,0.803987,0.430005,0.419501,1.04737,0.40952,0.399621,0.389312,0.954474,0.379001,0.368568,0.358322,0.347782,0.337279,0.450064,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,1.24156,0.207336,0.537511,0.14017,0.326433,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,0.620653,0.605151,0.590203,0.576442,0.562733,0.549614,0.770886,0.891176,0.525674,0.514144,0.503,0.491665,0.481051,0.470334,0.843392,0.460328
SOX15,0.228013,0.891176,0.302854,0.67318,0.18062,0.654249,0.716821,0.693958,0.245435,0.491665,0.537511,0.207336,0.315289,0.261445,0.326433,0.549614,0.430005,0.275975,0.347782,0.503,0.562733,0.742137,0.40952,0.770886,0.481051,0.450064,0.514144,0.290055,0.525674,0.470334,0.954474,0.843392,1.24156,0.379001,0.358322,0.576442,0.605151,0.590203,0.419501,0.803987,0.389312,0.337279,1.04737,0.460328,0.368568,0.620653,0.636973,0.399621,0.14017,0.440182
CDH5,0.302854,0.245435,0.430005,0.450064,0.290055,1.04737,1.24156,0.18062,0.337279,0.549614,0.803987,0.590203,0.891176,0.562733,0.654249,0.716821,0.440182,0.368568,0.620653,0.576442,0.67318,0.514144,0.742137,0.261445,0.399621,0.954474,0.636973,0.14017,0.460328,0.228013,0.358322,0.843392,0.379001,0.481051,0.770886,0.419501,0.503,0.40952,0.605151,0.693958,0.207336,0.275975,0.525674,0.315289,0.491665,0.326433,0.537511,0.347782,0.389312,0.470334
RPSAP8,0.40952,0.525674,0.450064,0.326433,0.207336,0.389312,0.379001,0.693958,0.491665,0.275975,0.261445,0.514144,0.14017,0.460328,0.337279,0.245435,0.481051,0.716821,0.654249,0.315289,0.347782,0.290055,0.430005,0.18062,0.803987,0.954474,0.636973,0.843392,0.358322,0.891176,0.576442,0.419501,0.742137,0.590203,0.562733,0.399621,0.770886,0.67318,0.302854,0.470334,0.605151,1.04737,0.440182,0.228013,0.503,0.537511,0.620653,1.24156,0.549614,0.368568
MCCC1,0.620653,0.40952,0.379001,0.654249,0.326433,0.491665,0.470334,0.770886,0.368568,0.514144,0.562733,0.537511,0.503,0.207336,0.399621,0.576442,0.742137,0.261445,0.290055,0.693958,0.716821,5.13025,0.481051,1.24156,0.954474,0.430005,0.525674,0.605151,0.803987,0.358322,0.389312,0.843392,0.347782,0.440182,0.228013,0.460328,0.245435,0.337279,0.275975,0.891176,0.67318,0.302854,6.55204,0.419501,0.636973,1.04737,0.549614,0.450064,0.315289,0.590203
GID4,0.470334,0.491665,0.368568,0.460328,0.228013,0.537511,0.514144,0.654249,0.358322,0.590203,0.636973,0.275975,0.419501,0.399621,0.261445,0.40952,0.326433,0.290055,0.525674,0.481051,0.315289,0.245435,0.549614,0.891176,0.18062,0.716821,0.576442,0.337279,0.742137,0.67318,0.440182,0.430005,0.605151,0.503,0.693958,0.843392,0.954474,0.302854,1.24156,1.04737,0.562733,0.379001,0.389312,0.450064,0.803987,0.347782,0.770886,0.620653,0.14017,0.207336
LINC01762,0.716821,0.537511,0.40952,0.302854,0.14017,0.389312,0.549614,0.954474,0.562733,0.693958,0.440182,0.450064,0.770886,0.525674,0.430005,0.399621,0.590203,0.337279,0.326433,0.275975,0.207336,0.636973,0.460328,0.228013,0.654249,0.470334,1.04737,0.576442,0.379001,0.742137,0.843392,0.368568,0.491665,0.347782,0.245435,1.24156,0.67318,0.358322,0.514144,0.503,0.261445,0.891176,0.620653,0.315289,0.290055,0.18062,0.803987,0.481051,0.605151,0.419501
PRPF4,0.770886,0.389312,0.358322,0.337279,0.302854,0.605151,0.620653,0.654249,0.481051,0.207336,0.562733,0.326433,0.430005,0.537511,0.315289,0.460328,0.347782,0.245435,0.261445,0.399621,0.525674,0.954474,0.419501,0.716821,0.379001,0.636973,0.368568,0.18062,0.470334,0.450064,1.04737,0.843392,0.803987,0.549614,0.590203,0.514144,0.440182,0.693958,0.40952,0.891176,0.576442,1.24156,0.742137,0.290055,0.275975,0.491665,0.503,0.67318,0.228013,0.14017
RASAL2,0.440182,0.491665,0.503,0.326433,0.261445,0.605151,0.481051,0.290055,0.347782,0.636973,0.620653,0.337279,0.368568,0.742137,0.693958,0.419501,0.245435,0.207336,0.525674,0.389312,0.590203,0.40952,0.315289,0.470334,1.04737,0.770886,0.576442,0.14017,0.537511,0.358322,0.803987,0.67318,0.654249,0.228013,0.954474,0.514144,0.302854,0.562733,0.843392,1.24156,0.549614,0.399621,0.891176,0.275975,0.430005,0.460328,0.379001,0.716821,0.18062,0.450064
SNORA71B,0.40952,0.337279,0.562733,0.18062,0.207336,0.742137,0.503,0.481051,0.245435,0.954474,0.803987,0.470334,0.440182,1.24156,0.275975,0.537511,0.326433,0.315289,0.302854,0.389312,0.620653,0.67318,0.654249,0.590203,0.549614,0.430005,0.693958,0.491665,0.636973,0.399621,1.04737,0.770886,0.605151,0.891176,0.576442,0.290055,0.419501,0.368568,0.716821,0.525674,0.379001,0.514144,0.843392,0.261445,0.460328,0.228013,0.358322,0.450064,0.14017,0.347782
DPY19L2P4,1.04737,0.742137,0.891176,0.514144,0.549614,0.18062,0.843392,0.245435,0.430005,0.716821,0.40952,0.399621,0.654249,0.389312,0.379001,0.368568,0.358322,0.347782,0.337279,0.326433,0.419501,0.302854,0.290055,0.275975,0.261445,0.803987,0.228013,0.207336,0.770886,0.14017,0.315289,0.636973,0.605151,0.590203,0.576442,0.562733,0.954474,0.537511,0.67318,0.525674,0.693958,1.24156,0.503,0.491665,0.481051,0.470334,0.460328,0.450064,0.440182,0.620653
OR6D1P,0.460328,0.954474,0.440182,0.430005,0.419501,0.40952,1.24156,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.337279,0.450064,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.891176,0.228013,0.207336,0.18062,0.14017,0.326433,0.843392,1.04737,0.770886,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,0.620653,0.605151,0.590203,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334,0.803987
FNDC9,0.525674,0.67318,0.491665,0.18062,0.245435,0.261445,0.716821,0.275975,0.40952,0.315289,0.389312,0.14017,0.399621,1.04737,0.379001,0.368568,0.358322,0.347782,0.337279,0.326433,0.693958,0.954474,0.290055,0.891176,0.843392,1.24156,0.228013,0.207336,0.742137,0.636973,0.770886,0.302854,0.576442,0.654249,0.562733,0.549614,0.537511,0.803987,0.514144,0.503,0.590203,0.481051,0.620653,0.605151,0.470334,0.460328,0.450064,0.440182,0.430005,0.419501
SH3D19,0.14017,0.590203,0.503,0.525674,0.326433,0.742137,0.290055,0.228013,0.245435,0.693958,0.654249,0.379001,0.636973,0.419501,0.770886,0.491665,0.40952,0.450064,0.302854,0.716821,0.549614,0.430005,0.389312,1.24156,0.514144,0.399621,0.470334,0.275975,1.04737,0.207336,0.605151,0.537511,0.481051,0.315289,0.576442,0.843392,0.368568,0.562733,0.954474,0.67318,0.440182,0.18062,0.891176,0.460328,0.620653,0.337279,0.347782,0.358322,0.261445,0.803987
