ID	TCGA_BC_A10Q_LIHC_NT	TCGA_BC_A10T_LIHC_NT	TCGA_BC_A10W_LIHC_NT	TCGA_2V_A95S_LIHC_TP	TCGA_2Y_A9GS_LIHC_TP	TCGA_2Y_A9GU_LIHC_TP	TCGA_A7_A0CE_BRCA_NT	TCGA_A7_A0CH_BRCA_NT	TCGA_A7_A0D9_BRCA_NT	TCGA_3C_AAAU_BRCA_TP	TCGA_3C_AALJ_BRCA_TP	TCGA_3C_AALK_BRCA_TP
ENSG00000151388	9	8	6	65518.09	2440.01	991.12	47.9365	139.1631	658.3503	8664.6366	26008.5313	21160.1324
ENSG00000160323	1422	1293	672	0	1	0	129.5238	47.3907	28.5132	0	0	0
ENSG00000138316	19	4	23	630	223	85	39.0476	5.2656	5.6008	576.2696	574.796	206.868
ENSG00000166106	35	9	6	1557	3934	634	382.8571	429.9013	574.8473	963.3214	2910.2448	1511.3777
ENSG00000145536	1	0	0	650	17	1	98.0952	113.2111	76.3747	58.592	99.728	87.2983
ENSG00000140470	218	88	281	28	949	467	89.8413	47.3907	26.4766	483.901	197.6428	227.5548
ENSG00000140873	0	3	1	1	20	11	24.127	68.4532	125.7637	287.7901	274.7053	352.5031
ENSG00000145808	0	0	1	182	111	146	2.5397	4.8895	2.0367	224.3729	87.942	124.5345
ENSG00000154734	2224	2857	1600	31	41	4	3596.8254	4268.9234	7170.5703	75.4803	381.6863	345.8833
ENSG00000173157	0	0	0	0	4	5	0.3175	0	0	58.2473	58.9302	478.6926
ENSG00000087116	269	147	248	29	8	3	567.3016	847.7668	1378.8187	92.3686	150.4986	461.3157
ENSG00000156140	2	6	3	9	281	1478	102.2222	65.0682	160.8961	14.4757	48.0508	363.674
ENSG00000158859	1096	1065	2281	4	8	9	235.873	254.2548	408.8595	0.3447	26.2919	51.717
ENSG00000154736	38	114	137	0	0	0	1400.9524	1906.1589	2656.8228	119.5966	0	4.9648
ENSG00000049192	12	4	11	613	360	577	35.5556	24.8237	53.9715	234.0233	432.4569	838.2292
ENSG00000136378	31	23	44	1	23	0	69.5238	217.3954	174.6436	2.068	0.9066	6.206
ENSG00000134917	13	1	2	35	229	12	492.381	47.7668	11.7108	283.9989	910.2448	997.1038
ENSG00000163638	251	228	231	234	8	1	752.381	547.6258	705.1935	13.7864	11.786	27.7203
ENSG00000178031	67	74	34	389	147	379	154.9206	175.6465	234.2159	391.5324	1033.5449	675.2172
ENSG00000197859	1486	1022	1053	126	96	77	68.5714	72.5905	58.0448	33.7766	167.7244	300.3724
ENSG00000156218	687	562	294	40	15	6	72.0635	148.5661	386.4562	42.393	164.0979	91.8494
ENSG00000143382	1906	398	1158	81	141	120	543.4921	1169.7226	1520.8758	145.7907	446.9628	286.7191
ENSG00000185761	64	33	76	4	9	6	102.2222	59.4264	17.8208	8.9611	5.4397	33.9264
ENSG00000105963	89.23	69.27	239.76	295	352	144	210.6317	199.2929	112.0978	99.9511	330.9157	240.7944
ENSG00000184060	127	211	289	44	124	36	337.1429	428.0207	437.3727	38.9464	115.1405	97.6417
ENSG00000197381	225	257	282	126	480	254	783.4921	871.8383	839.613	353.2753	300.9973	626.3964
ENSG00000185736	2	1	1	117	701	1329	7.3016	10.5313	2.5458	36.5338	25.3853	87.712
ENSG00000160710	5292	3684	5068	178	1914	807	6880.9524	5575.9285	4862.5255	52.0435	126.0199	163.8395
ENSG00000065457	140	92	51	302	480	8	289.5238	204.9835	367.1079	8.9611	78.8758	124.5345
ENSG00000189007	45	40	75	553.81	109.99	102.42	144.4444	113.9633	89.613	759.4729	822.8377	102.6851
ENSG00000213638	39	60	190	380	435	142	51.746	49.2713	11.7108	130.281	265.6392	215.5565
ENSG00000196839	48	91	111	223	313	687	95.2381	142.5482	204.1752	586.954	298.2774	785.6847
ENSG00000063761	130	59	220	0	1	6	180	278.3263	192.9735	0	4.5331	0.8275
ENSG00000133597	582	413	468	16963	16587	7899	889.5238	968.1241	487.2709	15573.0642	7455.1224	8476.2102
ENSG00000123815	483	659	756	117	424	127	599.0476	569.0644	394.0937	452.1924	211.2421	155.151
ENSG00000173137	220	68	225	248	397	48	135.5556	107.1932	53.4623	74.1016	165.0045	110.4675
ENSG00000143199	86	36	42	183	46	45	6.9841	12.0357	2.0367	57.9027	107.8876	95.1593
ENSG00000164742	985	346	350	245	482	109	700.6349	522.8021	126.2729	110.6355	270.1723	113.3637
ENSG00000078295	3	0	0	307	664	280	71.1111	159.4734	74.3381	150.2712	239.3472	156.3922
ENSG00000138031	157.15	79.19	100	970	1621	1190	1594.0508	1401.0832	1461.5224	1483.4116	918.4044	685.1469
ENSG00000129467	85	20	64	1119	1673	661	372.381	646.1683	618.1263	987.1029	848.5947	592.8837
ENSG00000173175	74	21	39	786	512	126	389.8413	697.3202	750	245.3971	711.6954	242.4493
ENSG00000174233	213	163	271	150	512	101	1745.3968	2753.1735	5815.1731	2.4126	4.5331	3.7236
ENSG00000121281	99	102	178	12	92	394	376.1905	551.3869	1223.5234	26306.0846	763.3726	552.7513
ENSG00000155897	1	2	6	2	3	0	2.5397	3.0089	0.5092	0.3447	3.6265	61.2329
ENSG00000162104	1030	802	769	295.93	463.22	338.44	946.6667	745.087	622.7088	1708.6909	1090.136	840.3641
ENSG00000078549	0	0	0	187	179	112	2.5397	5.6417	102.3422	116.15	168.631	266.0323
ENSG00000141433	11	19	13	9	85	103	79.3651	1.5045	5.6008	10.3398	113.3273	146.4626
ENSG00000142920	10	9	33	2440	1902	2271	158.7302	132.393	42.2607	3802.2761	1905.7117	1816.7149
ENSG00000087274	3620	3003	3651	595	479	174	5718.0952	7323.7424	10002.0367	326.3919	429.7371	577.5755
ENSG00000075340	0	4	10	0	4	0	47.3016	50.0235	47.3523	0	0.9066	0
ENSG00000148700	742	708	817	710	5872	2382	2137.1429	2528.6319	3647.6578	466.668	421.5775	554.82
ENSG00000187758	48099.96	22043.94	73535.82	0	0	9	37.4603	139.5393	577.3269	0	0	13.6533
ENSG00000196616	153452	146604	156964	0	1	1	3812.6984	15351.9511	63057.0265	39.6358	2.7199	3.7236
ENSG00000248144	36096	28677	65653	52	69	106	151.4286	450.9638	1068.2281	413.9352	451.4959	349.1932
ENSG00000198099	106164	67976	145685	4808	6547	5995	114.6032	90.268	5.6008	4005.9695	3460.5621	5790.2358
ENSG00000197894	6250	5351	8353	17	7	1	3408.254	3400.8463	5575.3564	7.9272	17.2257	19.4456
ENSG00000172955	20845	13448	15583	820	347	281	1.5873	0	5.6008	472.5272	848.5947	1861.8122
ENSG00000196344	10	4	10	9542.95	33974.89	59965.9	34.9206	53.7847	48.3707	1.7233	14.5059	1.2412
ENSG00000147576	1850	1060	1457	3499	43071	77553	180.6349	209.8731	574.3381	207.14	1097.0082	153.0823
ENSG00000182551	25176	23076	29588	454	40085	24746	1556.1905	2754.3018	2865.0713	0.6893	12.6927	26.8928
ENSG00000182035	0	0	0	114	13854	12984	0	0	0.5092	0	9.0662	2.0687
ENSG00000181092	0	0	0	6640	10723	9612	1317.1429	23352.3272	121017.3116	1047.7628	1533.9982	1965.2462
ENSG00000159346	3508	2646	3962	1363	9976	8136	2387.619	2392.4777	2640.5295	0	0	0
ENSG00000006831	8918	4225	7512	1	41	2	2392.381	3427.1744	6664.9695	0	0	0
ENSG00000156110	2297	1346	2588	368	893	752	461.9048	427.2685	532.5866	13.4417	73.4361	92.2631
ENSG00000128165	51	63	40	6863	11969	24339	128.8889	140.2915	4.0733	554.556	782.4116	1082.3335
ENSG00000148926	2537	1575	4795	0	12	0	229.8413	1141.1378	1582.9939	0	0	0
ENSG00000101544	365	286	333	0	0	0	599.6825	560.7898	568.7373	35.8445	1813.2366	33.9264
ENSG00000101126	1120	1135	909	4426	6705	5731	2471.1111	1890.7381	1957.7393	3187.0601	3141.4325	3011.9983
ENSG00000163485	44	38	46	2040	5310	4335	366.0317	247.8608	214.8676	5479.7306	11093.3817	1441.0426
ENSG00000128271	115.5	108.09	134.13	277	916	808	77.419	165.8674	37.169	269.5232	376.2466	294.1663
ENSG00000170425	13	26	14	1037	2003	3245	154.9206	44.0056	28.0041	179.9119	242.9737	376.9135
ENSG00000282608	44	111	198	467	414	236	369.2063	166.2435	90.1222	47.5629	107.8876	99.7104
ENSG00000181915	341	374	475	689	840	592	617.4603	570.1928	483.7067	843.3801	618.3137	720.3144
ENSG00000159322	648	523.89	748	1247	3327	2848	922.9714	804.5134	754.5825	3426.9427	2947.4161	2496.0695
ENSG00000153531	167	42	21	14	107	23	78.4127	97.7903	48.8798	2108.278	1701.7226	141.4977
ENSG00000116863	696	622	850	346.58	311.95	419.21	751.1111	722.1439	387.9837	243.9943	122.3935	165.0765
ENSG00000144843	111	152	184	13	16	5	485.3968	484.4382	488.7984	2.7573	26.2919	35.5813
ENSG00000120907	1139	448	580	87	168	14	12.381	46.2623	92.1589	129.9364	128.7398	120.3972
ENSG00000170214	279	303	296	739	508	275	9.2063	76.3517	87.0672	575.9249	1398.9121	650.393
ENSG00000171873	17	0	84	1330.83	1446.5	618	10.1587	10.1551	3.5642	992.9621	1011.8676	1036.9715
ENSG00000150594	28	34	26	48	40	190	1669.8413	2134.4617	3266.2933	145.446	43.5177	250.724
ENSG00000274286	132	225	97	1773	1528	503	53.0159	47.0146	58.554	858.2005	801.4506	911.8742
ENSG00000184160	8	10	17	491	658	75	136.5079	143.3004	79.4297	533.8765	242.0671	247.4141
ENSG00000043591	41	24	2	6	66	26	40.6349	113.5872	145.112	0.6893	2.7199	0.8275
ENSG00000169252	703	363	402	9	242	268	211.1111	307.6634	486.2525	12.0631	69.8096	10.7571
ENSG00000188778	0	0	0	7	4	0	2.5397	0	67.2098	3.7912	4.5331	4.9648
ENSG00000173020	1387	940	1705	64	125	26	1607.3016	1826.0461	1272.4033	262.2854	417.0444	707.4886
ENSG00000100077	127	82	300	19	37	32	776.5079	1155.0541	5116.5988	2.068	4.5331	3.7236
ENSG00000130706	3112	2274	3761	133	42	23	1437.1429	1677.8561	1050.4073	59.626	84.3155	27.7203
ENSG00000239900	914	618	986	12	1	2	909.5238	867.701	658.3503	1.034	4.5331	55.4406
ENSG00000185100	640	191	425	47	323	76	156.5079	159.4734	342.1589	14.131	27.1985	45.9247
ENSG00000035687	997	1029	980	0	0	0	1197.7778	1063.2816	616.5988	1.3786	2.7199	0.8275
ENSG00000106624	1412	1468	2056	5066	3824	1067	10631.1111	13466.4786	7876.2729	7252.6556	2855.8477	3122.4659
ENSG00000139154	410	405	445	361	554	239	632.0635	533.7094	515.2749	210.5865	272.8921	676.0447
ENSG00000181026	364	524	1239	7075	6583	3572	448.5714	482.1815	160.8961	4521.9237	4175.884	2137.7741
ENSG00000104964	7067	5322	9888	1496	3440	1312	8663.4921	10969.0644	5755.6008	672.0847	600.1813	771.6177
ENSG00000157510	148	136	149	63	203	345	245.0794	528.4438	966.9043	86.1647	77.0626	134.8779
ENSG00000169129	107	80	94	1732	1465	1742	1119.6825	647.2967	417.0061	1395.5236	928.3772	1994.2077
ENSG00000196526	122	130.99	133	1823	3065	418	1032.6794	1025.2863	1504.5621	6515.0857	15513.146	25282.9954
ENSG00000172493	1522	2255	1515	337	436	267	1631.746	1795.2045	3957.7393	466.3234	368.087	376.4998
ENSG00000155966	1	4	2	1478	1524	528	21.5873	58.6742	206.721	672.0847	940.1632	777.8237
ENSG00000144218	304	194	146	11853	8011	7639	2145.3968	793.9821	863.0346	6900.0696	10408.8849	12364.9152
ENSG00000072364	4346	2647	4031	111	501	330	2418.0952	1775.2703	2791.2424	168.8828	284.6782	169.6318
ENSG00000223959	105	46	169	90	89	126	293.0159	256.1354	147.1487	259.8728	630.0997	1071.9901
ENSG00000141385	2217.61	1440.53	2496.21	261.85	603.99	517	1499.8984	1273.1171	1174.2872	733.4167	1828.6219	1517.1411
ENSG00000183077	3714	2001	4305	1610	2214	3352	609.2063	1194.5463	231.1609	1480.999	977.3345	1984.6918
ENSG00000079557	26175	10816	27110	2	67	17	0	0	0	7.2378	6.3463	33.9264
ENSG00000081051	122	25	158	368	956	63	43.4921	75.5994	0	4788.6897	2772.4388	2332.23
ENSG00000119844	1258	1314	1654	2668	3711	4712	1315.2381	1188.5284	930.7536	3899.1253	2096.1015	2374.8448
ENSG00000106541	1027	2161	6429	589	582	271	420.6349	602.5388	586.0489	428.7556	681.777	250.3103
ENSG00000271880	4	2	3	2117.38	4102.78	3818.57	99.0508	133.5214	339.109	1930.8132	1140.2901	1061.9156
ENSG00000157985	113	133	130	1921	3838	3823	448.254	365.2092	392.057	596.2598	541.2511	1163.012
ENSG00000135439	38.82	20.48	44.19	1232	2753	7608	81.7937	102.1345	70.6365	0	0	0
ENSG00000133612	1161	949	1924	5327	88	124	1468.8889	1376.9629	851.3238	1.034	0	3.3099
ENSG00000188234	158	49	161	2523	2085	2178	324.4444	192.9478	152.2403	1371.0528	1394.379	1323.1278
ENSG00000172650	15.89	11	7	299	242	115	50.5556	27.4565	14.2566	97.1938	297.3708	281.3405
ENSG00000204149	60	19	149	6	7	14	146.9841	101.1754	69.7556	47.3837	34.5331	31.0302
ENSG00000038002	563	359	496	341.7	158.24	76.01	519.0476	737.5646	471.4868	47.556	228.1868	136.959
ENSG00000273540	0	0	1	2759	4594	808	0.3175	0	0	2247.1755	2589.3019	1785.271
ENSG00000165923	28	4	40	352	215	294	18.4127	8.2746	3.055	263.3193	1250.2267	222.59
ENSG00000146856	1	4	11	25	38	56.95	5.7143	4.5134	9.165	52.8982	85.3037	57.5093
ENSG00000186094	7	6	3	291	118	205	10.7937	10.9074	2.0367	145.446	282.8649	162.5983
ENSG00000084693	250.01	213	354.01	34	47	34	825.1683	796.6751	652.2607	37.9125	122.3935	9.1022
ENSG00000204305	9	13	33	2288	967	359	65.7143	24.0715	28.5132	1015.7095	332.7289	503.9305
ENSG00000173744	1452	1235	1543	1	0	0	1207.619	1848.237	3210.2851	0.3447	0	0
ENSG00000106351	1252	1581	3526	44	73	196	515.873	605.5477	394.0937	46.1843	20.8522	54.1994
ENSG00000164252	698	552	711	53	31	39	894.2857	729.2901	965.3768	4.8252	2.7199	9.9297
ENSG00000006530	446	352	480	0	14	1	550.4762	467.5129	456.721	9.3058	0	19.4456
ENSG00000162688	3444	2706	2523	325.02	1416.03	416.01	699.3651	642.031	1876.7821	1163.2373	747.9782	547.8279
ENSG00000116771	3891	1842	3775	142	86	64	28.8889	25.5759	1.0183	108.5675	123.3001	56.2681
ENSG00000204310	1361.39	977.09	1760.71	1641	3592	970	1947.2825	1996.7654	1584.3075	855.7879	1054.3971	1295.4075
ENSG00000169692	6017	3104	9223	3262	3247	3358	972.0635	6380.0658	12525.9674	320.188	363.5539	318.5767
ENSG00000160216	3918	2274	3857	1081	2102	786	1915.873	3474.5651	2937.8819	1180.4565	711.6954	810.9226
ENSG00000026652	30	57	59	692	927	584	277.1429	272.6845	266.8024	914.7245	654.5784	461.3157
ENSG00000155189	551	728	768	772	1909	861	601.9048	641.6549	272.4033	2118.9624	3974.6147	544.0629
ENSG00000158669	2338	1960	2074	1299	6506	4748	2185.3968	2002.0686	1851.833	180.9459	60.7434	14.4808
ENSG00000153395	2295	635	2238	2176.21	3462.12	3632.52	124.127	150.8228	105.9063	2694.1773	1934.0073	1930.2358
ENSG00000188266	58	43	98	3619	2082	1692	56.5079	41.7489	106.4155	470.804	1952.8558	756.3095
ENSG00000018510	1658	1836	1282	2570	10625	8521	768.8889	1127.2214	1760.6925	5009.9606	1958.2956	2287.9603
ENSG00000173467	20	8	22	2157	2142	302	2611.1111	435.1669	0.5092	567.6531	203.9891	725.2793
ENSG00000188157	2279	1541	2623	2346	4676	2970	7435.5556	3798.4015	776.4766	8887.0277	1468.7217	2028.1341
ENSG00000159723	0	1	3	1615	459	374	0	0	0	20.6795	29.9184	39.3049
ENSG00000135049	113	137	222	43	245	44	337.4603	315.1857	581.4664	16.8883	60.7434	61.2329
ENSG00000144891	3572	4709	2577	1683	4071	940	231.4286	354.3018	1206.2118	2031.0744	890.2992	441.0426
ENSG00000180772	0	0	0	1779	2	0	20.6349	0	0.5092	1394.1449	7669.0843	13474.1415
ENSG00000177674	316	320	425	2	0	0	1185.7143	973.0136	403.2587	4239.6482	2888.4859	1139.0153
ENSG00000135744	117388	61089	92422	13025	8510	9986	235.5556	259.1443	88.0855	7819.6194	9325.476	12944.9731
ENSG00000164089	2916	1157	2580	0	2	18	6.0317	1.1283	0	0.3447	0	1.2412
ENSG00000175309	1190.84	1081.7	1586.96	261	302	78	607.6	743.2402	902.0876	163.3683	388.9393	182.0439
ENSG00000113492	3468	2867	3245	3676	2702	1059	0.3175	0	0	2856.1877	16.3191	639.2222
ENSG00000172482	76789	53438	95284	0	1	0	0	19.1819	2.5458	0	0	0
ENSG00000153207	1194	941	1183	1323	1083	223	1116.5079	922.9901	1870.6721	995.7193	2091.5684	1822.5072
ENSG00000168710	4500	2594	3655	7712	99479	120251	3773.6508	3921.7677	6849.2872	384.2946	11.786	57.5093
ENSG00000158467	349	321	342	1047	2682	6302	516.1905	478.4203	831.9756	0	0	3.3099
ENSG00000101444	7467	7212	6854	1215.1	1930.77	1069.15	3245.3968	2779.1255	1510.1833	390.8431	627.0988	466.7935
ENSG00000126705	586	538	296	4	2349	306	1110.7937	847.0146	457.7393	0	2.7199	0
ENSG00000135541	135	75	169	4208	24546	116006	386.9841	237.3296	365.5804	0	0	0
ENSG00000185567	36	88	65	1583	2136	2651	894.6032	1779.4076	2498.9817	1749.8328	1467.815	1288.374
ENSG00000124942	12651	12315	12910	3089	7868	2014	45596.8254	87593.418	240497.4542	4305.8227	1689.0299	3870.0869
ENSG00000063438	5	6	20	288	781	657	18.7302	16.9252	15.2749	876.4674	753.3998	470.0041
ENSG00000106546	3350	5645	3071	8288	13694	12170	1792.0635	1653.7847	2207.7393	5312.5711	4083.4089	3942.9044
ENSG00000100591	1367	1476	1679	474	1038	580	1838.0952	1574.4241	1557.5356	2227.8746	1263.8259	1234.5883
ENSG00000173209	151	56	185	202	369	205	695.873	382.8867	302.9532	291.2367	414.3246	375.6723
ENSG00000145192	192286	126822	206804	19	189	265	0	0	0	412.9013	330.9157	852.2962
ENSG00000169877	0	11	0	15552	50063	12200	0	0.7522	6.11	58622.3298	18409.7915	27008.2747
ENSG00000111732	0	0	1	47	28	7	0	2.2567	3.5642	10.3398	62.5567	103.434
ENSG00000186063	985	895.02	1314	4334	4880	2690	1088.2635	1489.7978	2278.7627	802.7104	922.9374	1157.2197
ENSG00000126878	91	86	65	3147	4335	1619	1764.4444	1795.2045	2577.3931	1643.3333	1554.8504	1752.9996
ENSG00000204472	299	534	1021	1066	1052	1150	1167.3016	684.9083	804.9898	779.2736	1654.5784	688.043
ENSG00000156709	3840	2652	5034	16621	73724	236918	922.8571	1013.6342	1029.5316	0.6893	0	0
ENSG00000042286	459	365	1058	2	0	0	524.4444	2474.8472	5123.2179	0	0	0.4137
ENSG00000183773	9	17.3	31.42	1	0	1	26.5683	20.7842	5.3921	0	2.7199	0.8275
ENSG00000146416	5659	5009	6043	2797.22	2367.23	1192.07	1119.0476	1306.2529	1590.1222	764.5463	1084.3155	1061.7873
ENSG00000176092	1	0	52	92	214	253	6.3492	5.2656	3.055	168.1935	2017.2257	797.6831
ENSG00000112297	876	516	552	1776	985	177	2178.7302	2524.4946	2614.053	147.1693	370.8069	407.9437
ENSG00000163568	1	3	27	6653	5844	10416	28.254	36.8594	10.6925	1830.483	1072.5295	872.5693
ENSG00000164022	879.78	773.13	1160.37	1786	2374	1067	1139.2032	833.008	874.7454	538.7017	1212.1487	357.0542
ENSG00000106305	779.17	588.52	818.42	41.67	62.35	215.28	355.8857	391.2177	294.6283	149.1442	72.9556	33.9264
ENSG00000110711	1043	831	1582	2852	6338	4543	1019.0476	1089.9859	837.0672	217.4797	739.8005	836.5743
ENSG00000160224	0	0	0	36	136	57	0	0	1.0183	59.2813	38.078	22.7555
ENSG00000196581	2	8	3	1194	920	203	28.254	5.6417	2.5458	899.9042	2668.1777	1721.1419
ENSG00000106992	930	879	2513	121	28	3	696.5079	1061.401	728.6151	5.8592	25.3853	7.0335
ENSG00000004455	4084	3411	4392	2526.66	1756.12	1051	2201.9048	2171.3211	2468.4216	985.5036	1122.0943	951.2578
ENSG00000162433	1246	1282	1324	1306.32	1826.75	1266.59	286.0317	314.4335	886.4562	419.4153	416.709	466.8515
ENSG00000147853	7440	5180	5682	0	0	0	2109.8413	1983.2628	3478.6151	0	0	0.4137
ENSG00000154027	2	6	3	2561	1930	446	2579.3651	1234.4147	32.0774	2438.1165	874.8867	793.9595
ENSG00000140057	6	37	16	2	0	0	54.9206	45.134	8.6558	1.3786	0	0.4137
ENSG00000108599	185	143	144	0	6	1	425.0794	339.6333	592.1589	2.7573	1.8132	28.1341
ENSG00000023516	1011	834	895	1955	1607	231	917.7778	1085.0964	2151.222	590.4006	1094.2883	550.2689
ENSG00000131016	2600	1431	3737	6761	7590	2906	1571.4286	4303.9022	14489.3075	2510.1502	2502.2665	2096.4005
ENSG00000170776	2178	1390	2282	969	5230	109	3572.6984	2685.8486	3752.5458	23.7815	58.9302	195.2834
ENSG00000186471	0	0	1	2677	3948	4779	0	0	0	969.1806	1203.0825	920.5627
ENSG00000121057	2908	1942	2205	2	2	4	2216.8254	2126.9394	2272.9124	5.1699	72.5295	86.4708
ENSG00000157654	1107.03	1066.81	485.4	11	105	7	805.0444	1866.7419	3284.3941	13.7864	7.2529	18.2044
ENSG00000111254	25	17	6	202	255	312	42.8571	32.7221	62.6273	473.5612	232.0943	241.2081
ENSG00000147081	0	0	0	1347	883	847	0	0	1.0183	1606.7994	882.1396	916.4253
ENSG00000179841	24	13	62	367	188	119	106.6667	51.528	16.2933	412.212	455.1224	776.9963
ENSG00000151320	178	133	2114	2085	4675	4133	136.1905	59.4264	53.9715	4069.0421	2390.7525	2527.9272
ENSG00000118507	509	613	376	14	2	2	191.4286	194.8284	371.6904	0	0.9066	7.4472
ENSG00000011243	452	566	798	2447	7218	4148	836.1905	742.4542	655.2953	2103.7975	582.049	1813.8188
ENSG00000105127	458	406	431	36.68	763.78	290.82	672.381	505.1246	438.391	210.7761	613.9166	547.6707
ENSG00000127914	2045	1445	1853	3	8	4	1942.5397	1121.9558	1675.1527	21.0242	18.1324	12.4121
ENSG00000155085	58	33	54	328	75	29	127.9365	79.3606	127.8004	74.4463	45.3309	269.3422
ENSG00000174574	1959	2249	2277	28	214	64	1273.3333	1243.8176	1447.0468	9.3058	15.4125	19.8593
ENSG00000135334	801	1338	1706	182	1197	79	760.9524	1015.1387	1123.7271	46.5289	88.8486	106.7439
ENSG00000162641	0	0	0	1926	2760	1865	2.8571	8.2746	0.5092	1106.6995	1198.5494	1374.4311
ENSG00000106948	289	441	762	816	1515	1088	873.6508	1011.7536	933.2994	666.5702	741.6138	774.1001
ENSG00000117448	8562	5256	8383	2205	4616	3513	2364.127	2693.7471	1317.7189	3243.5842	1101.5413	2193.2147
ENSG00000198074	161	37	723	80	250	26	190.4762	394.1702	308.0448	77.5482	39.8912	159.2884
ENSG00000227471	0	0	4	1892	2500	1872	3.1746	566.4316	55.499	1012.9523	923.8441	1078.1961
ENSG00000085662	358	278	393	971	2687	723	1050.4762	1440.9027	1203.666	260.9067	314.5966	573.8519
ENSG00000187134	13247	12906	29203	0	1	0	1073.0159	7627.2685	13358.9613	3.1019	0	2.8962
ENSG00000151632	4590	3707	13386	2077	658	264	419.3651	8429.5252	17770.3666	502.8572	1464.1886	834.9193
ENSG00000196139	3345	4599	6216	4316	8987	3668	957.7778	4857.1697	5519.8574	2210.297	1829.5558	3460.4882
ENSG00000198610	9507	9834	17011	55263	204463	343	0	0	1.0183	3.1019	1.8132	14.8945
ENSG00000264006	22	6	7	195	1666	0	0	0.7522	2.0367	0	0.9066	254.0339
ENSG00000122787	10178	5667	5576	763	5149	149	4.127	204.6074	0	957.4622	1140.5258	597.8486
ENSG00000165568	0	3	3	45455.83	188106	1007	45.0794	39.1161	45.8248	20.3349	165.9112	92.2631
ENSG00000053371	1534	1583	1703	12251	122080	398	1561.9048	1509.3559	1192.9735	12.4077	213.9619	306.9921
ENSG00000162482	5874	7250	12769	17110	67842	19703	490.7937	303.9022	2.5458	42.393	276.5186	182.0439
ENSG00000211454	543	364	624	3685	33187	19871	31.1111	22.567	1.0183	0.3447	0	0
ENSG00000204673	1315	1067	1722	52	190	0	1026.0317	1247.9549	1018.3299	0.3447	0	0
ENSG00000142208	5034	2877	5372	858	2750	10431	3759.6825	3733.3333	3800.9165	0	0.9066	26.0654
ENSG00000105221	3921	2470	3741	4.17	168	1	2310.7937	4223.4133	5591.1405	3.7912	28.1052	9.5159
ENSG00000117020	154	203	146	1752	4941	1730	613.0159	733.0512	1199.0835	1267.3105	1295.5576	1564.336
ENSG00000166971	552.86	368.91	1075.15	455	4790	2831	586.0635	652.2238	906.1914	489.0709	965.5485	708.7298
ENSG00000148218	12133	7462	8618	304	652	436	2153.9683	2130.7005	4832.9939	145.7907	150.4986	43.856
ENSG00000023330	16480	6782	30260	2203	2853	3182	881.5873	1266.3846	1323.8289	1506.1591	1719.8549	1664.4601
ENSG00000158578	2	12	10	5108	6618	4116	7.3016	40.9967	126.7821	4534.3315	6412.5113	6203.5581
ENSG00000163631	5237978	5890151.41	5487128.03	3033	5267	5247	3069.5238	531.4528	2.5458	2564.2616	3411.6047	2807.199
ENSG00000170017	2613	1839	2267	86	212	117	4012.0635	2896.4739	609.9796	205.072	266.5458	503.5168
ENSG00000161618	698	464	791	828.1	1541.48	437.03	707.9365	920.3573	405.8045	561.2011	513.3908	398.7671
ENSG00000059573	2404	1697	1204	1933	5969	3069	1861.5873	1451.8101	1275.9674	1132.8935	1586.582	1313.6119
