ID	TCGA_BC_A10Q_LIHC_NT	TCGA_BC_A10T_LIHC_NT	TCGA_BC_A10W_LIHC_NT	TCGA_2V_A95S_LIHC_TP	TCGA_2Y_A9GS_LIHC_TP	TCGA_2Y_A9GU_LIHC_TP	TCGA_A7_A0CE_BRCA_NT	TCGA_A7_A0CH_BRCA_NT	TCGA_A7_A0D9_BRCA_NT	TCGA_3C_AAAU_BRCA_TP	TCGA_3C_AALJ_BRCA_TP	TCGA_3C_AALK_BRCA_TP
ENSG00000143409	387	324	499	1430.69	1463.37	3978.72	781.5873	706.347	600.8147	891.7978	380.3354	1137.621
ENSG00000128923	101	63	48	3160.78	5776.92	1121.5	152.6984	99.6709	299.8982	5523.3954	2878.2321	2711.0261
ENSG00000129195	7	5	8	38	1119	1018	22.8571	16.5491	4.0733	112.7034	143.2457	237.8982
ENSG00000039523	1008	951	1004	4462	3028	1776	1304.127	1688.0113	1471.4868	1083.952	927.4705	940.422
ENSG00000111913	65	85	67	63	128	17	200.9524	251.2459	224.5418	69.6211	1126.0199	242.4493
ENSG00000042062	258	84	301	2484	1715	1368	112.0635	103.4321	86.558	1059.8259	777.8785	865.5358
ENSG00000226711	6	1	4	20	2	0	32.381	25.5759	11.7108	1.7233	1.8132	33.9264
ENSG00000225725	0	0	0	684	880	198	3.4921	1.1283	0	782.7202	642.7924	727.348
ENSG00000154511	811	974	783	23	316	158	393.6698	697.6963	1546.8432	40.3251	69.8096	32.6851
ENSG00000165716	370.54	166	285.67	20	26	11	251.3778	302.5482	266.8483	19.6456	13.5993	19.8593
ENSG00000187773	4	4	18	375	386	115	2.8571	12.0357	9.6741	349.1394	188.5766	145.2213
ENSG00000125355	3	12	11	9	22	1	319.6825	167.3719	91.6497	23.4368	55.3037	19.0319
ENSG00000184497	58	37	92	921	1207	445	49.2063	80.489	63.1365	328.4599	145.9655	283.4092
ENSG00000162771	0	0	1	2357	2328	1392	0.9524	1.5045	0	408.7654	219.4016	448.4899
ENSG00000172717	17	15	20	12	13	10	15.873	18.4297	9.6741	90.6453	19.9456	354.158
ENSG00000142530	23	24.02	63.53	885	168	201	44.8603	40.8726	4.0784	1900.1041	1305.5304	999.5863
ENSG00000180043	0	0	1	0	1	0	1.5873	0	0	1.3786	0	0
ENSG00000135248	0	0	1	0	0	0	0.3175	0	0	0	0	0.4137
ENSG00000205085	3	0	2	0	0	1	11.1111	15.7969	11.2016	0	0	0.4137
ENSG00000196550	5	0	3	66.85	76.8	79.96	8.254	7.8984	12.22	206.0474	57.3708	177.0335
ENSG00000188610	19	13	20	591.12	635.67	541.81	25.0794	28.961	36.1507	837.4796	1535.3672	1269.3256
ENSG00000215784	17	2	8	0	0	0	17.4603	13.5402	9.6741	0.3447	0	0
ENSG00000180488	491	299	268	0	0	0	482.5397	446.4504	848.778	0.6893	2.7199	0.8275
ENSG00000148343	228	170	401	160	71	35	461.5873	497.2261	327.9022	23.0921	61.65	57.5093
ENSG00000230246	1	0	2	2254	1391	494	0.3175	0	0	1082.918	2128.7398	671.4936
ENSG00000009780	201	172	190	9803	4463	712	333.3333	276.8218	429.7352	1758.4493	2005.4397	1894.4973
ENSG00000077458	293	273	271	771	1152	11	250.7937	208.3686	228.1059	155.4411	177.6972	191.5598
ENSG00000126882	56	66	109	45	42	119	193.9683	230.5595	155.2953	37.2232	52.5839	33.0989
ENSG00000188859	8	8	12	1022.99	903.54	516.68	17.7778	12.4118	15.2749	1291.5986	965.7208	636.7935
ENSG00000260128	1	0	0	1078	1426	823	1.2698	3.0089	1.0183	1756.0367	1737.9873	847.7451
ENSG00000178081	0	0	1	118	184	34	5.3968	8.2746	6.6191	23.0921	132.3663	35.1676
ENSG00000157470	1	5	2	1276.91	2498.17	2819.35	40	17.3014	5.6008	992.6484	1049.5648	1146.9011
ENSG00000153347	1	0	0	3	0	0	11.746	7.8984	1.5275	0	0	0
ENSG00000115841	535	385	553	1	0	2	113.3333	76.3517	128.3096	0	2.7199	0.8275
ENSG00000137824	1955	1410	1932	336	105	45	1144.7619	1226.5162	1263.7475	889.5644	981.8676	446.0074
ENSG00000176623	1317	920	1233	5	0	0	724.127	920.3573	1746.945	0.6893	0	0.8275
ENSG00000147689	7	3	6	396	194	41	62.8571	25.1998	13.2383	213.6885	172.2575	216.7977
ENSG00000168143	5	8	4	31	5	0	39.6825	14.2924	7.6375	259.1834	41.7044	14.4808
ENSG00000125998	0	1	7	1203	642	216	2.2222	7.1462	7.6375	352.2413	309.1568	328.5064
ENSG00000101447	38	83	23	190	289	40	48.5714	24.4476	22.4033	114.4267	123.3001	135.2917
ENSG00000105523	5	2	2	0	1	1	185.7143	37.2355	2.0367	525.9494	578.4225	43.4423
ENSG00000133477	124	67	191	1	10	2	320	167.748	74.3381	0	0	23.583
ENSG00000188522	100.07	53.75	208.86	1288	276	124	74.9079	86.0179	55.499	846.4821	1345.4216	735.2089
ENSG00000180921	1319	756	1316	765	1064	438	1723.4921	1093.7471	131.8737	5718.5792	1031.7316	976.8308
ENSG00000162981	26	173	18	34	179	83	107.3016	84.6262	14.2566	287.7901	82.5023	182.0439
ENSG00000168672	421	563	315	18	35	35	1678.0952	1591.3493	684.3177	216.4457	211.2421	53.3719
ENSG00000118894	281.48	247.09	520.64	1257	2468	966	403.273	381.5891	245.3513	2551.5093	3620.1269	1122.4659
ENSG00000186523	23	16	17	160	56	45	154.6032	86.1307	56.0081	22.7475	138.7126	83.5747
ENSG00000145002	0	3	1	3	41	964	12.6984	4.5134	4.0733	29.6407	46.2375	63.7153
ENSG00000244026	57	34	82	5	7	1	207.9365	269.6756	151.7312	79.2715	5.4397	20.2731
ENSG00000182118	264	361	354	0	0	0	175.5556	396.4269	1602.3422	2.068	0	2.0687
ENSG00000176973	657	572	1017	722	2105	148	888.254	951.575	740.3259	226.7855	197.6428	180.8026
ENSG00000137414	5023	3612	4538	299.47	311.95	680.58	1160.3175	1281.4292	1622.1996	99.9442	607.0535	93.1527
ENSG00000171847	0	0	0	27	2	3	23.1746	26.7043	12.22	0.6893	1.8132	7.4472
ENSG00000176853	1151	1102	1871	5	26	28	725.7143	632.252	689.9185	27.5727	9.0662	46.7522
ENSG00000188343	192	148	221	55	52	46	113.0159	172.2614	334.0122	36.5338	45.3309	81.9197
ENSG00000230219	0	0	0	1	0	0	0	0	1.5275	0	0	1.6549
ENSG00000153789	0	0	0	0	0	0	2.2222	2.2567	0.5092	0.3447	0	0
ENSG00000223839	20	3	52	64	66	26	37.4603	56.0414	18.8391	84.0968	35.3581	30.2027
ENSG00000166797	2384	2461	4042	42.33	70.48	90.65	529.2063	537.0945	338.5947	47.0597	75.34	82.4659
ENSG00000166595	1350	1153	2269	0	2	0	556.5079	569.4405	428.2077	0	0	0
ENSG00000119812	885	899	1270	6	1	1	878.4127	1161.448	1412.9328	1.034	3.6265	3.7236
ENSG00000171262	150	172	196	8	10	34	394.9206	275.3173	427.6986	6.8932	14.5059	9.1022
ENSG00000130244	233	183	383	92	52	16	285.0794	251.622	127.8004	16.8883	31.7316	21.1005
ENSG00000205866	1592	297	609	324	403	73	0	0	0	139.9315	215.7752	52.1307
ENSG00000205865	163	41	60	178	219	38	0	0	0	80.9948	96.1015	28.5478
ENSG00000183304	2	1	0	173	1048	253	0	0	0	933.3361	170.4442	359.9504
ENSG00000177138	9	31	4	1141	690	453	0	0	0	514.231	980.0544	623.5002
ENSG00000187268	1	0	1	0	0	0	0.9524	1.8806	2.0367	13.4417	0	0.4137
ENSG00000187741	112.3	20.11	107.58	0	0	0	66.7873	56.5943	18.6202	7.5825	0	0
ENSG00000181544	0	0	0	0	0	0	6.9841	5.6417	6.11	5.1699	0	0
ENSG00000158169	584	470	840	0	1	1	211.4286	211.7536	110.998	0	0	0.4137
ENSG00000144554	31	10	27	160	383	140	179.3651	106.8171	35.1324	313.6395	154.1251	219.6938
ENSG00000112039	30	10	42	563	592	430	136.5079	147.0616	109.9796	343.2802	255.6664	242.4493
ENSG00000183161	207	228	271	598	320	84	391.746	335.1199	129.8371	107.1889	223.0281	171.2867
ENSG00000221829	45	39	102	22	112	4	352.381	292.6187	142.5662	19.3009	20.8522	14.8945
ENSG00000140525	68.05	23.01	52.78	0	0	0	376.873	235.3437	141.6752	0.3447	0.9066	1.2412
ENSG00000115392	167.55	134.31	204.82	0	0	0	409.8952	213.3672	104.3483	1.7233	9.0662	7.0335
ENSG00000187790	38	20	52	57	10	32	115.873	109.0738	119.1446	89.6113	16.3191	26.0654
ENSG00000203780	6	2	10	0	0	6	176.8254	92.5247	18.8391	0.6893	1.8132	6.206
ENSG00000078098	9	13	20	229	330	261	523.1746	420.1222	434.8269	47.2183	94.2883	63.3016
ENSG00000197601	94	140	203	2295	3422	824	1153.9683	912.835	1263.7475	1362.781	1114.2339	873.8105
ENSG00000064763	13	26	39	2240	1755	1465	39.6825	145.8242	208.055	721.7156	780.5984	575.0931
ENSG00000152767	2305	1854	2288	3	1	1	2639.3651	1362.6704	826.8839	48.2522	1124.2067	52.1307
ENSG00000006607	408	294	458	0	4	0	373.0159	301.2694	323.8289	62.0386	518.5857	40.9599
ENSG00000145982	328	255	326	0	5	2	260.3175	288.8575	279.5316	0.3447	0.9066	0
ENSG00000179115	957	1022	1437	165	2095	321	1071.1111	1027.5505	532.0774	464.9448	125.1133	159.2884
ENSG00000116120	554	651	886	5	3	0	940.6349	890.268	870.1629	4.1359	30.825	217.2114
ENSG00000117560	2	19	35	75	4	4	8.8889	9.779	12.7291	256.0815	78.8758	253.6202
ENSG00000169710	18172	2688	10068	328.26	526.55	553.75	20334.2857	16012.788	15299.389	381.0169	98.8214	46.206
ENSG00000138399	188	108	380	5745	6342	2048	268.8889	203.8552	200.611	4024.9257	7509.5195	3237.0707
ENSG00000118246	1007	746	1150	55	494	109	886.9841	766.5256	946.5377	133.383	75.2493	625.9826
ENSG00000124279	150	196	158	850	2806	758	142.2222	88.0113	110.4888	4975.1501	2462.3753	1413.3223
ENSG00000215251	326	469	473	867.19	1502.72	327.7	416.8254	408.0865	409.3686	332.5441	472.5839	426.2433
ENSG00000164896	1488	878	1668	4	31	8	939.6825	1125.3409	739.8167	224.7176	82.5023	101.7791
ENSG00000026103	630	390	834	0	0	0	410.7937	282.4636	367.1079	31.7086	11.786	26.0654
ENSG00000083857	2690	746	4369	77	240	52	4385.0794	4132.393	8954.1752	116.15	118.767	131.1543
ENSG00000086570	4	2	6	542	345	66	1746.0317	670.2398	595.2138	16.199	89.7552	53.3719
ENSG00000165323	3	10	8	1407	1210	597	24.7619	7.5223	18.8391	848.55	1513.146	2153.9098
ENSG00000196159	401	279	210	2744	5035	2351	393.9683	520.9215	1644.0937	1168.0487	654.5784	771.6177
ENSG00000147378	4	0	0	5	17	3	1.2698	2.2567	3.5642	9.9951	11.786	3.7236
ENSG00000149806	8452	7755	11813	3507	2602	1063	7572.0635	7788.2464	4224.5418	1477.2077	1432.4569	894.4973
ENSG00000188878	34	12	18	114	26	41	218.7556	134.4579	91.1405	25.1601	45.3309	74.8862
ENSG00000162458	205	135	351	12	0	0	1707.619	1025.67	400.7128	1.034	2.7199	4.5511
ENSG00000188573	10	0	51	17	29	3	22.2222	5.6417	44.2974	0.6893	17.2257	50.8895
ENSG00000077942	395	315	291	5399	6545	5997	9714.9206	14822.0028	11889.002	1030.8745	835.9021	519.2387
ENSG00000163520	376	313	297	2885	2777	1201	3892.0635	8521.2976	19887.4745	662.0896	1922.0308	514.6876
ENSG00000140092	853	1586	989	1453	2500	935	1940.9524	3826.9864	5684.8269	692.4196	829.5558	765.4117
ENSG00000144152	280	119	146	346	762	267	465.7143	340.7616	352.8513	445.2992	179.5104	318.9905
ENSG00000105202	1696	1499	2302	661	811	525	3758.4127	3015.7029	1376.7821	446.6778	460.5621	330.5751
ENSG00000166147	488	476	420	3	926	12	4943.4921	8689.4217	24747.9633	0	0	0
ENSG00000138829	3	1	2	0	31	0	8.254	13.1641	26.9857	0	0	0
ENSG00000142449	0	0	1	4	0	0	10.7937	6.0179	2.0367	0	0	0
ENSG00000165140	23495	20039	52427	0	0	1	1806.3492	1659.0503	367.1079	0	0.9066	0
ENSG00000130957	1	0	1	1488.47	2447.19	266.8	0	3.6935	0	417.0647	567.1351	137.7203
ENSG00000112787	403	377	876	18	49	1	585.3968	638.646	312.1181	35.4999	13.5993	16.5494
ENSG00000156860	696	757	949	497	581	107	1288.8889	1474.7532	909.8778	298.4745	309.1568	338.0223
ENSG00000127452	290	307	336	381	1011	110	389.5238	377.6211	330.9572	428.7521	493.2004	332.23
ENSG00000161040	3	0	1	176	384	24	13.6508	11.2835	3.5642	118.218	22.6655	76.1274
ENSG00000171823	483	428	579	475	806	320	651.4286	602.1627	486.2525	913.0012	781.505	683.9057
ENSG00000107872	298	222	591	515	526	181	205.0794	228.6789	114.053	495.964	500.4533	404.2201
ENSG00000127585	13	9	31	825.66	1827.68	214.34	127.9365	269.6756	8.6558	1499.2245	896.7634	834.1208
ENSG00000145743	683	503	728	535.09	728.19	251.42	622.2222	688.2934	1115.0713	299.1466	636.9719	320.3186
ENSG00000155034	46	40	48	71	218	120	562.8571	486.6949	359.9796	122.0092	81.5956	86.0571
ENSG00000099364	95	72	127	22	6	0	414.6032	373.4838	116.5988	159.577	83.4089	322.7141
ENSG00000108306	116	82	105	274	217	4	107.9365	100.7992	198.5743	486.3136	1459.6555	1810.9226
ENSG00000197361	4.3	3	7	270	273	109	97.6698	43.7724	17.8208	1715.367	1605.621	1035.5813
ENSG00000153558	9	8	13	22	45	20	273.0159	141.796	104.888	64.7062	50.544	72.7348
ENSG00000005812	1840	1537	954	3045	4581	2118	1471.4286	1589.4687	1721.4868	2675.2418	1513.146	5652.4617
ENSG00000112234	361	325	402	323	736	299	216.1905	250.8698	373.2179	295.7173	202.1759	625.5689
ENSG00000118564	2356	2176	2568	263	714	193	2804.127	3704.7485	5790.7332	261.9407	440.6165	225.0724
ENSG00000182325	597.96	257.46	518.79	2616	1873	2455	233.3111	206.6347	86.8941	1831.8616	1922.9374	1370.7075
ENSG00000183580	94	192	116	1520	3095	559	401.5873	658.9563	857.4338	991.9281	957.3889	957.3852
ENSG00000135722	66.59	27	185.85	174	23	6	86.7079	93.0663	23.3961	2.4126	9.0662	9.5159
ENSG00000147912	235.11	139.02	250.14	22197	41542	44875	200.3746	229.0889	211.3238	20084.6482	23499.5467	55944.5594
ENSG00000138081	1012	990	1127	392	785	1129	1484.127	1232.9102	1933.8086	172.3294	202.1759	218.0389
ENSG00000141665	14	7	14	874	2067	1092	50.1587	23.3192	3.055	911.6226	768.8123	683.9057
ENSG00000214050	13	16	16	250	487	356	67.9365	22.1909	0	243.6738	230.2811	146.8763
ENSG00000269190	1090	1140	1247	741	1330.74	566	336.1905	345.275	675.6619	884.8771	555.3944	352.5031
ENSG00000134452	1125.13	1039.12	1368.23	3851	5090	2938	1696.5714	1795.2045	1699.5927	2051.0647	2765.1859	1615.6392
ENSG00000135108	2923	811	1098	719	479	270	1198.7302	979.4076	816.7006	71.3444	199.456	311.1295
ENSG00000167196	522.24	587.57	693.01	3797	5993	5723	452.4063	363.3173	273.442	472.8719	1106.981	3705.0062
ENSG00000106336	19.36	11.97	15	12	18	4	16	11.6634	1.0183	5.1699	14.5059	262.3086
ENSG00000147364	836	765	1177	55	7	6	600.3175	607.8044	830.4481	3.1019	3.6265	25.6516
ENSG00000161243	131	82	176	48	336	290	212.381	282.0874	647.1487	55.1454	96.1015	195.6971
ENSG00000143756	1060	1745	991	22	2	6	839.6825	903.8082	1112.5255	0	0	0.4137
ENSG00000116661	632	207	1250.96	22319	13645	5412	1189.2063	560.0376	18.8391	3318.0305	7757.9329	8569.7145
ENSG00000118496	250	299	265	298.94	219.01	35	331.4286	339.2572	442.4644	459.6405	302.5295	457.0252
ENSG00000103264	1816	760	1476	645	974	900	1107.619	1665.0682	1260.6925	1155.641	1292.8377	2700.0414
ENSG00000156804	43	11	25	19	358	25	2617.1429	1063.2816	364.5621	0.3447	126.9266	28.1341
ENSG00000165355	319	324	584	236	1506	610	356.8254	352.7974	537.169	1648.8478	2007.2529	14074.4725
ENSG00000178974	506	459	642	284	616	316	778.4127	467.889	497.4542	549.0415	2406.165	5861.8122
ENSG00000153832	78	53	50	485	1060	401	206.9841	125.2468	109.9796	276.0717	557.5703	1074.8862
ENSG00000145868	796	653	724	215	209	50	945.7143	631.1236	907.332	150.2712	216.6818	304.9235
ENSG00000177294	1	0	5	4683	4251	1862	2.2222	7.5223	0	1465.834	2716.2285	2420.7695
ENSG00000110429	732	666	723	364	922	406	741.2698	708.2276	943.4827	1918.7157	4938.35	8433.1816
ENSG00000163833	1	0	0	4	66	3	1.5873	1.8806	1.5275	40.3251	505.893	95.9868
ENSG00000163013	6	6	29	767	3	7	235.5556	162.8585	47.3523	3.1019	1.8132	7.861
ENSG00000037637	440	319	464	848	3891	3429	527.3016	575.0823	616.5988	1747.7649	3051.6772	1681.837
ENSG00000156509	0	1	1	0	1	0	6.6667	2.6328	1.0183	0.71	0	0
ENSG00000132879	335	176	607.04	1497	1240	920	710.1587	381.7583	226.0692	529.0513	2168.631	1133.223
ENSG00000174013	265	417	346	1998	2285	1008	385.3968	304.2783	294.8065	2376.7672	2463.282	2174.5966
ENSG00000177051	180	169	302	454	594	515	379.6825	393.0418	142.5662	279.863	458.7489	363.674
ENSG00000204952	0	0	0	0	12	6	0.6349	0	0.5092	12.0631	5.4397	9.9297
ENSG00000204923	34	21	17	417	560	407	20	29.7132	54.4807	1048.7968	618.3137	616.053
ENSG00000151876	175	189	211	688	591	596	302.2222	237.7057	191.446	336.7317	139.6192	332.6438
ENSG00000112029	101	111	117	38	747	85	156.8254	74.8472	76.3747	2199.9573	1753.3998	872.1556
ENSG00000116663	447	235	591	804	931	739	306.9841	323.8364	214.8676	814.0841	379.8731	431.1129
ENSG00000100225	5384	3474	4762	366	1477	1087	2328.5714	2415.7969	3003.5642	856.1325	709.8821	217.2114
ENSG00000164117	977.95	646	1346.95	442	570	230	501.2921	487.4471	821.3697	913.6905	834.0888	969.3835
ENSG00000112146	973	627	736	176	353	88	1180	1051.9981	1482.1792	189.907	197.6428	250.724
ENSG00000171931	3	1	7	15.5	52.54	17.31	0.3175	1.1283	1.0183	68.1632	35.8024	37.0087
ENSG00000072803	1063	1031	993	6	21	1	1064.127	1142.2661	1634.4196	214.0331	274.7053	246.1729
ENSG00000164049	0	0	0	837	1022	1189	0.6349	0	0	1016.7435	894.8323	915.1841
ENSG00000119402	1523	1426	1345	364	1072	621	1736.1905	1909.544	2449.0835	169.9168	58.9302	247.8279
ENSG00000107829	1243	766	1196	2039	2351	5352	1790.4762	2108.8858	1869.1446	2032.7977	1619.2203	1695.0765
ENSG00000159069	4061	2293	5347	2506.13	847.42	530.08	1487.619	2217.5835	1841.1405	701.7357	1338.0508	780.3269
ENSG00000109670	440	375	389	81	581	117	609.2063	543.4885	1037.169	98.2278	466.0018	616.4667
ENSG00000174989	208	164	199	433.26	164.05	81.21	454.6032	379.1255	384.9287	191.9853	256.8722	119.4415
ENSG00000132004	95.75	75.55	165.65	376.15	384.1	323.06	287.8571	211.4904	59.3381	143.3987	259.311	199.8676
ENSG00000162897	171	126	159	1678	2197	2093	0	8.6507	2.0367	1101.8743	1480.5077	1364.0877
ENSG00000186431	15	3	5	5	6	5	0.3175	3.7612	10.1833	63.7619	7.2529	32.6851
ENSG00000179639	3	18	16	41	104.21	14.94	167.3016	66.5726	150.7128	50.2168	53.4905	77.017
ENSG00000158869	356	521	978	938	1737	2618.66	660.6349	848.519	732.6884	40.3251	72.5295	127.017
ENSG00000104921	8	3	12	1873.2	2780.12	1717.19	10.1587	79.7367	16.2933	997.8114	1485.0408	1675.5192
ENSG00000119616	568	571	588	785	896	580	712.6984	749.9765	980.6517	1281.7862	1266.5458	985.5192
ENSG00000275395	132	24	107	1417.88	1811.25	702.03	1813.6508	1331.0766	684.3177	582.9904	389.447	450.782
ENSG00000150337	22	41	62	13	28.94	36.01	276.5048	31.5938	12.6578	24.3639	15.2131	15.9288
ENSG00000198019	38	33	66	787	1328	792	269.8413	54.913	28.5132	494.2408	178.6038	344.2284
ENSG00000265531	4	12	19	104	1296	95	61.5873	18.0536	11.7108	67.2085	7.2529	85.6434
ENSG00000143226	280	231	370	969	1472	1004	1339.3651	871.4622	1094.1955	966.0787	844.9683	982.6231
ENSG00000072694	692	513	877	145	4807	2527	321.9048	543.4885	863.5438	1844.2694	522.2121	254.4477
ENSG00000203747	911	1572	2709	1684	2809	697	2651.1111	1086.977	615.5804	959.8748	684.4968	455.9371
ENSG00000162747	71	56	46	216	144	16	21.9048	114.3394	446.0285	198.8681	475.9746	517.9975
ENSG00000104870	13306	9966	15254	462	564	237	4732.0635	6773.4838	5210.7943	288.4794	137.806	186.595
ENSG00000130475	24	13	195	642	783	598	99.3651	74.095	24.4399	540.0804	469.6283	609.8469
ENSG00000157107	614	535	740	94	138	69	632.6984	632.252	816.7006	200.9361	68.903	203.1444
ENSG00000197948	47.67	25.98	80.15	1100	2018	854	359.2794	273.8693	158.2026	915.0692	942.883	668.5974
ENSG00000137478	606.61	585.52	613.5	10	8	4	695.7841	704.0715	1053.5845	2.7573	0.9066	3.3099
ENSG00000085265	46	152	59	731	1209	925	92.0635	207.9925	150.7128	953.671	640.0725	717.0046
ENSG00000160339	1961	1804	1788	0	3	1	19.6825	151.575	1.0183	0	0	1.2412
ENSG00000142748	5917	2496	6539	159	70	22	28.254	42.1251	42.2607	856.1325	659.1115	119.5697
ENSG00000163534	0	1	5	598	927	416	1.5873	22.1909	0.5092	609.7015	388.0326	500.2069
ENSG00000132704	0	1	3	81	120	16	6.3492	21.8148	1.0183	83.7521	59.8368	8.6885
ENSG00000160856	12	7	20	1041	2148	2377	5.3968	42.1251	8.1466	969.8699	678.1505	560.1986
ENSG00000163518	2	0	1	531	1259	386	0	6.0179	0	990.2048	479.6011	373.1899
ENSG00000143297	3	7	30	614	596	302	97.4603	129.7602	5.6008	811.3269	1410.6981	702.9375
ENSG00000181036	13	15	31	1	1	0	23.4921	12.4118	17.3116	0	0	0
ENSG00000132185	7	5	11	63	92	51	9.5238	132.0169	3.5642	28.6067	17.2257	11.9983
ENSG00000162746	38	16	18	371	512	237	16.1905	14.2924	4.5825	256.0815	275.612	248.2416
ENSG00000079459	3572	4260	4773	258	381	97	3562.5397	4014.2924	3236.2525	127.8684	272.8921	155.5647
ENSG00000160752	3532.44	5013.99	5000.78	2243	1427	814	1866.9238	2047.5599	1358.1619	764.7979	348.1414	481.175
ENSG00000267673	225	228.71	398.28	4139	8628	4672	226.5937	199.59	146.6395	1692.6195	1582.9556	1969.7973
ENSG00000137714	2330	2248	2772	643.82	744.64	664.77	384.4444	503.244	547.3523	298.7572	267.262	306.806
ENSG00000255561	73.08	69.09	66	1089	1686	2772	117.4794	125.9991	56.2016	1339.3442	1174.0707	1055.8544
ENSG00000161513	857	449	1010	10	408	0	266.6667	250.8698	95.723	0.3447	1.8132	0.8275
ENSG00000066926	1154	837	884	2694	2279	1879	553.0159	606.3	714.8676	1490.6494	751.5866	844.0215
ENSG00000141965	1095	1063	1186	1595	1811	2179	1341.9048	1052.3742	715.8859	1512.0183	1723.4814	1636.326
ENSG00000169018	2011	1486	1687	2231	1287	1597	2384.127	1739.1631	1655.2953	1337.6209	537.6247	1566.4046
ENSG00000145780	1391	657	1783	7685	5034	3619	595.5556	865.0682	940.4277	1961.798	3022.6655	2215.5565
ENSG00000168496	198	248	280	1094	432	854	430.4762	359.9436	279.5316	237.1253	349.0481	301.6136
ENSG00000088340	8	5	15	298	471	297	51.4286	23.3192	4.5825	477.6971	503.1732	484.4849
ENSG00000249715	0	0	2	224.11	190.15	107.42	29.8413	11.6596	0.5092	477.063	354.524	469.4166
ENSG00000214814	0	0	0	3	1328	1	2.2222	0.7522	3.055	0.3447	0	0
ENSG00000101311	5	7	23	5	0	0	181.2698	100.047	21.8941	0	0.9066	0.8275
ENSG00000073712	3926	2518	3378	6	20	0	1473.9683	3078.1382	9769.3483	23.7815	6.3463	185.3537
ENSG00000149781	163	318	355	1512	762	164	373.0159	687.9173	500.5092	226.4408	528.5585	480.3475
ENSG00000151422	18	6	20	14	11	1	33.6508	44.7579	185.336	4.1359	2.7199	0.8275
ENSG00000182511	567	397	551	664	1346	603	473.3333	516.7842	439.4094	539.3911	412.5113	782.3748
ENSG00000090512	5675	2998	5522	314	1087	102	1.2698	0	0	619.0072	196.7362	346.7108
ENSG00000163497	0	0	0	245	140.97	17	0	0.3761	0	74.2533	145.0317	80.5834
ENSG00000149557	303	160	399	247	130	10	372.0635	349.4123	536.1507	63.0726	89.7552	80.2648
ENSG00000171055	554	644	682	59	73	2	1288.8889	1769.2525	2320.2648	28.6067	34.4515	27.3066
ENSG00000128610	0	0	0	1131	1307	102	0	0	1.5275	413.2459	615.5938	621.8453
ENSG00000153266	0	0	0	149	71	34	15.873	0.7522	0	67.2085	136.8994	207.2818
ENSG00000126266	0	0	0	38	53	5	0.3175	1.8806	0.5092	58.592	74.3427	59.9917
ENSG00000126262	15	62	44	3031	2451	374	5.0794	24.4476	71.7923	665.1915	853.1278	840.7116
ENSG00000185897	6	32	15	258	11	1	5.7143	19.9342	25.9674	6.2039	5.4397	7.861
ENSG00000171560	674005	904429	794338	4708	10702	9673	197.1429	4.5134	1.0183	1838.0655	3807.7969	1710.7985
ENSG00000171564	509671.01	613985	596104	191	99	3	621.5873	23.3192	0	36.8785	64.3699	52.9582
ENSG00000102302	57	44	59	868	1797	589	273.0159	215.5148	198.0652	784.7881	439.7099	545.3041
ENSG00000146192	84	81	234	503.12	109.69	19.88	205.7143	203.8552	202.1385	538.5225	1043.9075	212.8465
ENSG00000127084	45	54	155	873.31	1716.42	757.71	724.4444	811.2835	116.5988	2065.2336	599.1115	624.8655
ENSG00000139132	1039	478	940	138	133	39	464.7619	499.4828	967.9226	2.4126	40.7978	37.65
ENSG00000154783	241	330	194	1	2	0	681.9048	1544.3347	2046.8432	0.6893	0	27.7203
ENSG00000180263	240	177	209	123	35	74	324.7619	186.1777	268.3299	22.4028	33.5449	16.1357
ENSG00000070193	0	0	0	20	0	0	34.2857	51.528	78.9206	4.4806	8.1596	2.0687
ENSG00000161958	17	4	35	40	1	0	149.0286	199.3418	247.9633	2.7573	12.6927	6.6198
ENSG00000114279	13	15	4	154	2	3	40	33.4744	38.1874	6.8932	28.1052	14.4808
ENSG00000129682	32	37	26	1	0	0	193.9683	311.8007	404.277	0.6893	1.8132	0
ENSG00000102466	39	121	51	279	5	1	90.1587	109.4499	131.3646	24.1261	60.7434	59.9917
ENSG00000196468	0	0	0	63	29	13	0	0	13.2383	5.1699	12.6927	11.9983
ENSG00000158815	0	0	1	34	1	5	8.254	4.8895	3.5642	11.0291	14.5059	8.6885
ENSG00000156427	0	1	2	15	14	29	26.6667	5.6417	20.8758	290.5474	51.6772	21.5143
ENSG00000162344	22	0	41	4379	6707	1026	6.6667	4.1373	4.0733	2269.923	1590.2085	3285.4779
ENSG00000113578	31	29	39	25080.27	8905.15	5148.55	1599.6825	1148.6601	1362.5255	1440.3016	2659.0662	3711.6798
ENSG00000078579	0	0	0	866.86	310.76	222.25	3.4921	0	1.0183	321.2875	285.7026	291.2867
ENSG00000105550	151	137	142	1204	3409	2737	0	0	0	275.0377	257.4796	272.652
ENSG00000070388	0	0	0	121.08	210	161.68	1.2698	0	0.5092	73.1056	98.8214	133.405
ENSG00000118972	0	5	153	837	1562	1020	0	0	0	690.6963	687.2167	1269.7559
ENSG00000138685	287	132.74	216.44	645	2184	1217	466.1302	1038.6836	2517.7546	919.5497	875.7933	546.959
ENSG00000138675	0	0	0	1433	1240	1006	0	1.5045	1.0183	1495.4746	1113.3273	1054.6132
